Data,Hora,Equipamento,Usuário Reserva
2015-03-12,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-03-12,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-03-13,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-03-13,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-13,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-13,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-13,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-13,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-13,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-03-13,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2015-03-16,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-16,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-03-16,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-03-16,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-16,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-03-16,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-03-16,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-16,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-16,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-16,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2015-03-17,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-17,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-17,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-17,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-17,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-17,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-03-17,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-17,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-17,16:00 ~ 18:00,MET CM120,xxxxx
2015-03-17,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-17,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-03-17,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-03-18,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-03-18,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-03-18,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-18,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-18,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-18,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-03-18,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-03-18,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-18,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-18,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-18,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-19,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-19,16:00 ~ 18:00,MET CM120,xxxxx
2015-03-19,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-19,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-19,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-03-19,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-03-19,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-03-19,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-03-19,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-19,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-19,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-19,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-03-19,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-19,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-20,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-20,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-20,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2015-03-20,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-20,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-20,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-20,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-20,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-20,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-20,10:00 ~ 12:00,AFM BRUKER,xxxxx
2015-03-23,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-23,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-03-23,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-03-23,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-23,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-23,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-23,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-03-23,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-23,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-03-23,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-03-24,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-24,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-24,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-03-24,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-03-24,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-03-24,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-03-24,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-25,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-03-25,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-03-25,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-25,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-25,10:00 ~ 12:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-03-25,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-25,08:00 ~ 10:00,FLUORESCÊNCIA RX,xxxxx
2015-03-25,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-25,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-25,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-25,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-26,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-03-26,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-26,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-26,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-26,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-03-26,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-03-26,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-03-26,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-26,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-26,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-26,14:00 ~ 16:00,MEV XL30 TMP,xxxxx
2015-03-26,16:00 ~ 18:00,MEV XL30 TMP,xxxxx
2015-03-26,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-26,16:00 ~ 18:00,MET CM120,xxxxx
2015-03-27,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-27,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-27,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-27,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-27,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-27,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-03-27,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-27,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-27,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-03-27,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-27,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2015-03-27,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2015-03-30,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-03-30,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-30,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-30,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-30,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-30,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-30,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-03-30,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-03-30,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-30,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-30,08:00 ~ 10:00,FLUORESCÊNCIA RX,xxxxx
2015-03-30,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2015-03-31,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-03-31,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-03-31,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-03-31,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-03-31,14:00 ~ 16:00,MET CM120,xxxxx
2015-03-31,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-03-31,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-03-31,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-03-31,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-03-31,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-04-01,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-01,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-01,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-04-01,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-01,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-01,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-01,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-01,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-04-01,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-04-01,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2015-04-02,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-04-02,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-04-02,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-02,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-02,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-02,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-02,08:00 ~ 10:00,FLUORESCÊNCIA RX,xxxxx
2015-04-02,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2015-04-02,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-06,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-04-06,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-04-06,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-06,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-06,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-06,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-06,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2015-04-06,16:00 ~ 18:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-04-07,08:00 ~ 10:00,MEV XL30 TMP,xxxxx
2015-04-07,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2015-04-07,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-07,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-07,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-07,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-04-07,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-04-07,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2015-04-08,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-04-08,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-04-08,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-08,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-04-08,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-08,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-08,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2015-04-08,08:00 ~ 10:00,MET CM120,xxxxx
2015-04-08,10:00 ~ 12:00,MET CM120,xxxxx
2015-04-08,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-08,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-09,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-04-09,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-09,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-04-09,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-09,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-09,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2015-04-09,18:00 ~ 20:00,MEV MAGELLAN,xxxxx
2015-04-09,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-04-09,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-04-10,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-10,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-10,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2015-04-10,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2015-04-10,12:00 ~ 14:00,MEV MAGELLAN,xxxxx
2015-04-10,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-04-10,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-04-10,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-04-10,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-10,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-13,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-13,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-13,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-13,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-04-13,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-13,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-13,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2015-04-13,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-04-13,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-14,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-14,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-14,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-14,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-14,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-04-14,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-14,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-04-14,08:00 ~ 10:00,MET CM120,xxxxx
2015-04-14,10:00 ~ 12:00,MET CM120,xxxxx
2015-04-14,14:00 ~ 16:00,FLUORESCÊNCIA RX,xxxxx
2015-04-15,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-15,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-15,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-15,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-15,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-16,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-16,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-16,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-16,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-16,08:00 ~ 10:00,AFM BRUKER,xxxxx
2015-04-16,10:00 ~ 12:00,AFM BRUKER,xxxxx
2015-04-16,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-16,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-04-16,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-16,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-16,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-16,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-04-16,08:00 ~ 10:00,MET CM120,xxxxx
2015-04-16,10:00 ~ 12:00,MET CM120,xxxxx
2015-04-16,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-04-17,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-17,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-04-17,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-04-17,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-17,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-04-17,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-17,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-04-17,08:00 ~ 10:00,MET CM120,xxxxx
2015-04-17,10:00 ~ 12:00,MET CM120,xxxxx
2015-04-17,10:00 ~ 12:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-04-20,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-22,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-22,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2015-04-22,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2015-04-22,08:00 ~ 10:00,MET CM120,xxxxx
2015-04-22,10:00 ~ 12:00,MET CM120,xxxxx
2015-04-22,12:00 ~ 14:00,MET CM120,xxxxx
2015-04-22,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-22,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-22,18:00 ~ 20:00,MET CM120,xxxxx
2015-04-22,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-04-22,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-22,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2015-04-22,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-22,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-04-22,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2015-04-22,08:00 ~ 10:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-04-22,10:00 ~ 12:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-04-22,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-22,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-23,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-23,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-04-23,08:00 ~ 10:00,MET CM120,xxxxx
2015-04-23,10:00 ~ 12:00,MET CM120,xxxxx
2015-04-23,12:00 ~ 14:00,MET CM120,xxxxx
2015-04-23,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-23,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-23,18:00 ~ 20:00,MET CM120,xxxxx
2015-04-23,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-04-23,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-23,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2015-04-23,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-23,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-04-23,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2015-04-23,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-04-23,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-23,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-04-23,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2015-04-23,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-24,08:00 ~ 10:00,MET CM120,xxxxx
2015-04-24,10:00 ~ 12:00,MET CM120,xxxxx
2015-04-24,12:00 ~ 14:00,MET CM120,xxxxx
2015-04-24,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-24,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-24,18:00 ~ 20:00,MET CM120,xxxxx
2015-04-24,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-04-24,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-24,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2015-04-24,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-04-24,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2015-04-24,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2015-04-24,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-27,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-27,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-27,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-27,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-27,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-27,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-28,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-28,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-28,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-28,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-28,08:00 ~ 10:00,FLUORESCÊNCIA RX,xxxxx
2015-04-29,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-29,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-04-29,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-29,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-04-29,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-29,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-29,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2015-04-30,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-04-30,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-04-30,14:00 ~ 16:00,MET CM120,xxxxx
2015-04-30,16:00 ~ 18:00,MET CM120,xxxxx
2015-04-30,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-04-30,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-04-30,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-04-30,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2015-04-30,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2015-04-30,10:00 ~ 12:00,FLUORESCÊNCIA RX,xxxxx
2015-05-01,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-05-01,08:00 ~ 10:00,MET CM120,xxxxx
2015-05-01,10:00 ~ 12:00,MET CM120,xxxxx
2015-05-01,12:00 ~ 14:00,MET CM120,xxxxx
2015-05-04,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-05-04,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-05-04,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-05-04,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-05-04,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-05-04,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-05-04,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-05-04,14:00 ~ 16:00,MET CM120,xxxxx
2015-05-04,10:00 ~ 12:00,MEV XL30 TMP,xxxxx
2015-05-04,16:00 ~ 18:00,MET CM120,xxxxx
2015-05-04,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-05-05,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-05-05,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-05-05,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-05-05,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-05-05,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-05-05,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-05-06,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2015-05-06,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-05-06,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-05-06,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-05-06,14:00 ~ 16:00,MET CM120,xxxxx
2015-05-06,16:00 ~ 18:00,MET CM120,xxxxx
2015-05-06,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-05-06,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-05-06,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-05-06,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-05-07,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-05-07,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-05-07,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-05-07,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-05-07,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2015-05-07,14:00 ~ 16:00,MET CM120,xxxxx
2015-05-07,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2015-05-08,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2015-05-08,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2015-05-08,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-05-08,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2015-05-08,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2015-05-08,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2015-05-08,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2015-05-11,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2015-05-11,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2015-05-11,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2015-05-11,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
